"Program Name","Level","Duration","Tuition Fee","Entry Requirements","Special Exams","Location","Start Date","Application Deadline","Application Fee","Servıce Fee","Program Language","University Name","CSCA Exam Required"
"Biological Engineering","Bachelor","4 Years","RMB 22,000 per year","Applicants must be holding a high school degree or above, non-Chinese citizens and in good health. Applicants must be aged between 18 and 35; those who are under 18 should provide certificate of guardian who is in China. Applicants should meet the language requirements: Chinese-taught Program: minimum requirements of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs). Those who is taught in Chinese in high school can provide the certificate for exemption from HSK scores.","HSK4","East China University of Science and Technology","Sep 8, 2023","Jul 20, 2023","USD 123","USD 54","Chinese","East China University of Science and Technology","No"
"Material Formation and Control Engineering","Bachelor","4 Years","RMB 22,000 per year","Applicants must be holding a high school degree or above, non-Chinese citizens and in good health. Applicants must be aged between 18 and 35; those who are under 18 should provide certificate of guardian who is in China. Applicants should meet the language requirements: Chinese-taught Program: minimum requirements of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs).","HSK4","East China University of Science and Technology","Sep 8, 2023","Jul 20, 2023","USD 123","USD 54","Chinese","East China University of Science and Technology","N/A"
"Food Science and Technology","Bachelor","4 Years","RMB 22,000 per year","Applicants must be holding a high school degree or above, non-Chinese citizens and in good health. Applicants must be aged between 18 and 35; those who are under 18 should provide certificate of guardian who is in China. Applicants should meet the language requirements: Chinese-taught Program: minimum requirements of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs). Those who is taught in Chinese in high school can provide the certificate for exemption from HSK scores.","HSK4","East China University of Science and Technology","Sep 8, 2023","Jul 20, 2023","USD 123","USD 54","Chinese","East China University of Science and Technology","No"
"Biology Science","Bachelor","4 Years","RMB 22,000 per year","Applicants must be holding a high school degree or above, non-Chinese citizens and in good health. Applicants must be aged between 18 and 35; those who are under 18 should provide certificate of guardian who is in China. Applicants should meet the language requirements: minimum requirements of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs).","HSK4","East China University of Science and Technology","Sep 8, 2023","Jul 20, 2023","USD 123","USD 54","Chinese","East China University of Science and Technology","No"
"Biology Technology","Bachelor","4 Years","RMB 22,000 per year","Applicants must be holding a high school degree or above, non-Chinese citizens and in good health. Applicants must be aged between 18 and 35; those who are under 18 should provide certificate of guardian who is in China. Applicants should meet the language requirements: Chinese-taught Program: minimum requirements of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs). Those who is taught in Chinese in high school can provide the certificate for exemption from HSK scores.","HSK4","East China University of Science and Technology","Sep 8, 2023","Jul 20, 2023","USD 123","USD 54","Chinese","East China University of Science and Technology","No"
"Pharmaceutical Engineering","Bachelor","4 Years","RMB 22,000 per year","1. Applicants must be non-Chinese citizens and in good health, hold a high school degree or above. 2. Applicants must be aged over 16, those who are under 18 before August 31 of the application year, please submit GUARANTEE STATEMENT. 3. Applicants must comply with the regulations （JW〔2020〕No. 12） issued by Ministry of Education of People’s Republic of China. 4. Proof of Chinese or English language proficiency (certificates obtained on and after September 1st 2021 is valid). Chinese-taught Programs: minimum request of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs).","N/A","N/A","Sep 8, 2025","Jun 30, 2025","USD 123","USD 54","Chinese","East China University of Science and Technology","N/A"
"Pharmaceutical Preparation","Bachelor","4 Years","RMB 22,000 per year","Non-Chinese citizen in good health; between the ages of 18 and 35 years; holding a high school degree or above. HSK level 4 with a score of 190 or above for Engineering/Science degree enrollees.","HSK","East China University of Science and Technology","Sep 8, 2022","Jun 30, 2022","USD 123","USD 54","Chinese","East China University of Science and Technology","N/A"
"Process Equipment and Control Engineering","Bachelor","4 Years","RMB 22,000 per year","1. Applicants must be non-Chinese citizens and in good health, hold a high school degree or above. 2. Applicants must be aged over 16, those who are under 18 before August 31 of the application year, please submit GUARANTEE STATEMENT. 3. Applicants must comply with the regulations （JW〔2020〕No. 12） issued by Ministry of Education of People’s Republic of China. 4. Proof of Chinese or English language proficiency (certificates obtained on and after September 1st 2021 is valid). Chinese-taught Programs: minimum request of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs).","N/A","N/A","Sep 8, 2024","Jul 20, 2024","USD 123","USD 54","Chinese","East China University of Science and Technology","N/A"
"Inorganic Non-metallic Materials Engineering","Bachelor","4 Years","RMB 22,000 per year","1. Applicants holding valid foreign passports and in good health, with a high school degree or above. 2. Be aged over 16, those who are under 18 before August 31 of the application year, please visit Download to download and submit GUARANTEE STATEMENT. 3. Comply with the regulations （JW〔2020〕No. 12） issued by Ministry of Education of People’s Republic of China. 4. Applicants should meet the following language requirements: Chinese-taught Programs: minimum requirements of HSK 4（190 or above for science and engineering majors, 210 or above for humanities and business majors, 60 or above in writing）. Those who've been granted previous degrees from Chinese-taught programs are exempted from HSK requirements.","CSCA Test Subjects","N/A","Sep 1, 2026","Jul 10, 2026","USD 85","USD 100","Chinese","East China University of Science and Technology","Yes"
"Materials Chemistry","Bachelor","4 Years","RMB 22,000 per year","1. Applicants holding valid foreign passports and in good health, with a high school degree or above. 2. Be aged over 16, those who are under 18 before August 31 of the application year, please visit Download to download and submit GUARANTEE STATEMENT. 3. Comply with the regulations （JW〔2020〕No. 12） issued by Ministry of Education of People’s Republic of China. 4. Applicants should meet the following language requirements: Chinese-taught Programs: minimum requirements of HSK 4（190 or above for science and engineering majors, 210 or above for humanities and business majors, 60 or above in writing）. Those who've been granted previous degrees from Chinese-taught programs are exempted from HSK requirements. 5. CSCA Test Subjects download here.","CSCA Test Required","N/A","Sep 1, 2026","Jul 10, 2026","USD 85","USD 100","Chinese","East China University of Science and Technology","Yes"
"Automation","Bachelor","4 Years","RMB 22,000 Per Year","1. Applicants holding valid foreign passports and in good health, with a high school degree or above. 2. Be aged over 16, those who are under 18 before August 31 of the application year, please visit Download to download and submit GUARANTEE STATEMENT. 3. Comply with the regulations （JW〔2020〕No. 12） issued by Ministry of Education of People’s Republic of China. 4. Applicants should meet the following language requirements: Chinese-taught Programs: minimum requirements of HSK 4（190 or above for science and engineering majors, 210 or above for humanities and business majors, 60 or above in writing）. Those who've been granted previous degrees from Chinese-taught programs are exempted from HSK requirements.","CSCA Test","N/A","Sep 1, 2026","Jul 10, 2026","USD 85","USD 100","Chinese","East China University of Science and Technology","Yes"
"Measurement and Control Technology and Instrumentation","Bachelor","4 Years","RMB 22,000 per year","Non-Chinese citizen in good health; between the ages of 18 and 35 years; holding a high school degree or above. HSK level 4 with a score of 190 or above for Engineering/Science degree enrollees.","HSK","East China University of Science and Technology","Sep 8, 2022","Jun 30, 2022","USD 123","USD 54","Chinese","East China University of Science and Technology","N/A"
"Composite Materlals & Engineering","Bachelor","4 Years","RMB 22,000 per year","Applicants must be non-Chinese citizens and in good health, hold a high school degree or above. Applicants must be aged over 16, those who are under 18 before August 31 of the application year, please submit GUARANTEE STATEMENT. Applicants must comply with the regulations (JW〔2020〕No. 12) issued by Ministry of Education of People’s Republic of China. Applicants who immigrated to other countries from the Mainland China, Hong Kong, Macao or Taiwan and acquired foreign nationality; or applicants whose parents are both Chinese nationals and have both settled abroad, or one of whose parents is a Chinese national and has settled abroad, thus has acquired foreign nationality at birth applying to study at universities or junior colleges as international students, should satisfy the following additional requirements: the applicants must hold valid foreign passport or other relevant international recognized documents for at least 4 years; meanwhile, in the latest 4 years (by each April 30th of the year of University registration), the applicants must live overseas for 2 years (living overseas for 9 months can be converted to 1 year, which is subject to the exit-entry stamp on visa). Proof of Chinese or English language proficiency (certificates obtained on and after September 1st 2021 is valid). Chinese-taught Programs: minimum request of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs). Those who are taught in Chinese in high school can provide the school certificate for exemption from HSK scores.","N/A","N/A","Sep 8, 2024","Jul 20, 2024","USD 123","USD 54","Chinese","East China University of Science and Technology","N/A"
"Environmental Engineering","Bachelor","4 Years","RMB 22,000 per year","Non-Chinese citizen in good health; between the ages of 18 and 35 years; holding a high school degree or above. HSK Level 4 with a score of 190 or above for Engineering/Science degree enrollees.","HSK Level 4","N/A","Sep 8, 2022","Jun 30, 2022","USD 123","USD 54","Chinese","East China University of Science and Technology","N/A"
"Computer Science & Technology","Bachelor","4 Years","RMB 22,000 per year","Applicants must be non-Chinese citizens and in good health, hold a high school degree or above. Applicants must be aged over 16, those who are under 18 before August 31 of the application year, please submit GUARANTEE STATEMENT. Applicants must comply with the regulations (JW〔2020〕No. 12) issued by Ministry of Education of People’s Republic of China. Proof of Chinese or English language proficiency (certificates obtained on and after September 1st 2021 is valid). Chinese-taught Programs: minimum request of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs).","N/A","N/A","Sep 8, 2024","Jul 20, 2024","USD 123","USD 54","Chinese","East China University of Science and Technology","N/A"
"Information Engineering","Bachelor","4 Years","RMB 22,000 per year","1. Applicants holding valid foreign passports and in good health, with a high school degree or above. 2. Be aged over 16, those who are under 18 before August 31 of the application year, please visit Download to download and submit GUARANTEE STATEMENT. 3. Comply with the regulations （JW〔2020〕No. 12） issued by Ministry of Education of People’s Republic of China. 4. Applicants should meet the following language requirements: Chinese-taught Programs: minimum requirements of HSK 4（190 or above for science and engineering majors, 210 or above for humanities and business majors, 60 or above in writing）. Those who've been granted previous degrees from Chinese-taught programs are exempted from HSK requirements.","CSCA Test","N/A","Sep 1, 2026","Jul 10, 2026","USD 85","USD 100","Chinese","East China University of Science and Technology","Yes"
"Information and Computing Science","Bachelor","4 Years","RMB 22,000 per year","Applicants must be holding a high school degree or above, non-Chinese citizens and in good health. Applicants must be aged between 18 and 35; those who are under 18 should provide certificate of guardian who is in China. Applicants should meet the language requirements: Chinese-taught Program: minimum requirements of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs).","HSK4","East China University of Science and Technology","Sep 8, 2023","Jul 20, 2023","USD 123","USD 54","Chinese","East China University of Science and Technology","No"
"Mathematics & Applied Mathematics","Bachelor","4 Years","RMB 22,000 per year","Applicants must be holding a high school degree or above, non-Chinese citizens and in good health. Applicants must be aged between 18 and 35; those who are under 18 should provide certificate of guardian who is in China. Applicants should meet the language requirements: Chinese-taught Program: minimum requirements of HSK4 (a score of 210 or above for business/liberal/arts programs and a score of 190 or above for Engineering/Science programs). Those who is taught in Chinese in high school can provide the certificate for exemption from HSK scores.","HSK4","East China University of Science and Technology","Sep 8, 2023","Jul 20, 2023","USD 123","USD 54","Chinese","East China University of Science and Technology","No"
